| Series   |   Mass |   Trise |   kpush | EOS   |   EOS int |     xi175 |    xi200 |   Outcome |   M_rem |   M_collapse |   M_Fe |   M_CO |   M_He |    M_H |      E_exp | t_exp            | machine   | working_dir                                                                                              | target_dir                                                                                               |
| s        |   15   |     0.4 |  4.32   | TM1   |         4 |  0.575536 | 0.284401 |         0 | 1.53792 |       12.642 |  1.554 |  2.937 |  4.127 |  8.515 |  1.75954   | 0.38327603582353 | noether   | /data/newolfe/sneos_runs_hydro/s15.0_TM1_l9qpSDgJ                                                        | /nucastro3/SNEOS/hydro/TM1/s_series/s15.0_TM1_l9qpSDgJ                                                   |
| w        |   15   |     0.4 |  4.266  | NL3   |         5 |  0.560413 | 0.324004 |         0 | 1.51954 |       12.792 |  1.35  |  3.102 |  4.303 |  8.489 |  1.96276   | 0.40671159261296 | noether   | /data/newolfe/sneos_runs_hydro/w15.0_NL3_ACKqcvAz                                                        | /nucastro3/SNEOS/hydro/NL3/w_series/w15.0_NL3_ACKqcvAz                                                   |
| w        |   13   |     0.4 |  4.112  | TM1   |         4 |  0.364771 | 0.182077 |         0 | 1.45787 |       11.402 |  1.398 |  2.486 |  3.613 |  7.79  |  1.37556   | 0.39106578760903 | noether   | /data/newolfe/sneos_runs_hydro/w13.0_TM1_b6psFYCq                                                        | /nucastro3/SNEOS/hydro/TM1/w_series/w13.0_TM1_b6psFYCq                                                   |
| z        |   11   |     0.4 |  2.667  | BHBlp |         3 |  0.040636 | 0.012911 |         0 | 1.35899 |       11.001 |  1.252 |  1.697 |  2.323 |  8.678 |  0.509576  | 0.48568616349054 | noether   | /data/newolfe/sneos_runs_hydro/z11.0_BHBlp_p1Jt8aw7                                                      | /nucastro3/SNEOS/hydro/BHBlp/z_series/z11.0_BHBlp_p1Jt8aw7                                               |
| s        |   13   |     0.4 |  3.874  | TM1   |         4 |  0.234265 | 0.138973 |         0 | 1.35915 |       11.36  |  1.342 |  2.319 |  3.434 |  7.926 |  1.14329   | 0.35513756314283 | noether   | /data/newolfe/sneos_runs_hydro/s13.0_TM1_S4v8PQMN                                                        | /nucastro3/SNEOS/hydro/TM1/s_series/s13.0_TM1_S4v8PQMN                                                   |
| w        |   15   |     0.4 |  4.269  | TM1   |         4 |  0.557639 | 0.322585 |         0 | 1.51985 |       12.792 |  1.35  |  3.102 |  4.303 |  8.489 |  1.93657   | 0.40919463671676 | noether   | /data/newolfe/sneos_runs_hydro/w15.0_TM1_da0EquRk                                                        | /nucastro3/SNEOS/hydro/TM1/w_series/w15.0_TM1_da0EquRk                                                   |
| w        |   12   |     0.4 |  3.56   | NL3   |         5 |  0.218729 | 0.097369 |         0 | 1.37836 |       10.915 |  1.29  |  2.075 |  3.137 |  7.778 |  1.01509   | 0.44057173939136 | noether   | /data/newolfe/sneos_runs_hydro/w12.0_NL3_KvDdlo9d                                                        | /nucastro3/SNEOS/hydro/NL3/w_series/w12.0_NL3_KvDdlo9d                                                   |
| z        |   27   |     0.4 |  4.112  | TM1   |         4 |  0.75722  | 0.369175 |         0 | 1.56902 |       27.003 |  1.54  |  7.875 |  9.198 | 17.805 |  1.03545   | 0.32906963047676 | noether   | /data/newolfe/sneos_runs_hydro/z27.0_TM1_RTKFKcOH                                                        | /nucastro3/SNEOS/hydro/TM1/z_series/z27.0_TM1_RTKFKcOH                                                   |
| w        |   21   |     0.4 |  4.183  | NL3   |         5 |  0.306479 | 0.199462 |         0 | 1.38681 |       16.161 |  1.458 |  5.314 |  6.62  |  9.541 |  1.18864   | 0.35768737451647 | noether   | /data/newolfe/sneos_runs_hydro/w21.0_NL3_2FmJH9Vd                                                        | /nucastro3/SNEOS/hydro/NL3/w_series/w21.0_NL3_2FmJH9Vd                                                   |
| s        |   38   |     0.4 |  4.253  | TM1   |         4 |  0.526628 | 0.329097 |         0 | 1.50338 |        9.27  |  1.519 |  7.75  |  0     |  0     |  1.15166   | 0.31757020362675 | noether   | /data/newolfe/sneos_runs_hydro/s38.0_TM1_7TR8WuFg                                                        | /nucastro3/SNEOS/hydro/TM1/s_series/s38.0_TM1_7TR8WuFg                                                   |
| w        |   16   |     0.4 |  4.245  | NL3   |         5 |  0.314373 | 0.218797 |         0 | 1.38428 |       13.595 |  1.376 |  3.436 |  4.65  |  8.944 |  1.40963   | 0.32378426486970 | noether   | /data/newolfe/sneos_runs_hydro/w16.0_NL3_FqpxVy86                                                        | /nucastro3/SNEOS/hydro/NL3/w_series/w16.0_NL3_FqpxVy86                                                   |
| z        |   28   |     0.4 |  4.208  | TM1   |         4 |  0.603264 | 0.344487 |         0 | 1.53873 |       28.003 |  1.494 |  8.243 |  9.595 | 18.407 |  1.12498   | 0.33574917721132 | noether   | /data/newolfe/sneos_runs_hydro/z28.0_TM1_6y5R5FFH                                                        | /nucastro3/SNEOS/hydro/TM1/z_series/z28.0_TM1_6y5R5FFH                                                   |
| u        |   15   |     0.4 |  4.319  | BHBlp |         3 |  0.533936 | 0.263826 |         0 | 1.50933 |       14.999 |  1.44  |  3.005 |  4.328 | 10.67  |  1.35492   | 0.40975829412752 | noether   | /data/newolfe/sneos_runs_hydro/u15.0_BHBlp_yinJxb2U                                                      | /nucastro3/SNEOS/hydro/BHBlp/u_series/u15.0_BHBlp_yinJxb2U                                               |
| u        |   24   |     0.4 |  1.609  | BHBlp |         3 |  1.15454  | 0.61182  |         0 | 1.79617 |       23.993 |  1.625 |  6.174 |  7.825 | 16.168 |  0.357592  | 0.65389549107367 | noether   | /data/newolfe/sneos_runs_hydro/u24.0_BHBlp_SdC3kEEC                                                      | /nucastro3/SNEOS/hydro/BHBlp/u_series/u24.0_BHBlp_SdC3kEEC                                               |
| w        |   18   |     0.4 |  4.141  | NL3   |         5 |  0.723865 | 0.362517 |         0 | 1.59768 |       14.824 |  1.48  |  4.158 |  5.418 |  9.407 |  1.85322   | 0.39406015007860 | noether   | /data/newolfe/sneos_runs_hydro/w18.0_NL3_NWi1JHp4                                                        | /nucastro3/SNEOS/hydro/NL3/w_series/w18.0_NL3_NWi1JHp4                                                   |
| w        |   14   |     0.4 |  4.313  | TM1   |         4 |  0.514499 | 0.255931 |         0 | 1.51821 |       12.006 |  1.518 |  2.798 |  3.973 |  8.033 |  1.60256   | 0.38492831511208 | noether   | /data/newolfe/sneos_runs_hydro/w14.0_TM1_6rNLr7oV                                                        | /nucastro3/SNEOS/hydro/TM1/w_series/w14.0_TM1_6rNLr7oV                                                   |
| z        |   16   |     0.4 |  3.887  | TM1   |         4 |  0.235828 | 0.140896 |         0 | 1.36588 |       16.002 |  1.342 |  3.009 |  3.994 | 12.008 |  1.04934   | 0.34813776654948 | noether   | /data/newolfe/sneos_runs_hydro/z16.0_TM1_eBQut375                                                        | /nucastro3/SNEOS/hydro/TM1/z_series/z16.0_TM1_eBQut375                                                   |
| s        |   19   |     0.4 |  4.169  | TM1   |         4 |  0.711689 | 0.355366 |         0 | 1.58857 |       15.035 |  1.588 |  4.367 |  5.617 |  9.418 |  1.86315   | 0.39496255990499 | noether   | /data/newolfe/sneos_runs_hydro/s19.0_TM1_u8hdCXWx                                                        | /nucastro3/SNEOS/hydro/TM1/s_series/s19.0_TM1_u8hdCXWx                                                   |
| u        |   12   |     0.4 |  4.035  | BHBlp |         3 |  0.309941 | 0.166087 |         0 | 1.41579 |       12     |  1.365 |  2.3   |  3.39  |  8.609 |  1.14587   | 0.44026130394185 | noether   | /data/newolfe/sneos_runs_hydro/u12.0_BHBlp_6igDjngB                                                      | /nucastro3/SNEOS/hydro/BHBlp/u_series/u12.0_BHBlp_6igDjngB                                               |
| u        |   30   |     0.4 |  1.571  | BHBlp |         3 |  1.12325  | 0.61421  |         0 | 1.80535 |       29.985 |  1.584 |  8.881 | 10.605 | 19.38  |  0.257332  | 0.69188489057991 | noether   | /data/newolfe/sneos_runs_hydro/u30.0_BHBlp_zsN4jQou                                                      | /nucastro3/SNEOS/hydro/BHBlp/u_series/u30.0_BHBlp_zsN4jQou                                               |
| w        |   13   |     0.4 |  4.114  | NL3   |         5 |  0.366414 | 0.182492 |         0 | 1.45723 |       11.402 |  1.398 |  2.486 |  3.613 |  7.79  |  1.41324   | 0.38640875967033 | noether   | /data/newolfe/sneos_runs_hydro/w13.0_NL3_5x9NmfiV                                                        | /nucastro3/SNEOS/hydro/NL3/w_series/w13.0_NL3_5x9NmfiV                                                   |
| z        |   31   |     0.4 |  2.491  | TM1   |         4 |  1.07335  | 0.551808 |         0 | 1.7284  |       31.003 |  1.561 |  9.62  | 11.155 | 19.848 |  0.643199  | 0.45447032264804 | noether   | /data/newolfe/sneos_runs_hydro/z31.0_TM1_nl0F59vY                                                        | /nucastro3/SNEOS/hydro/TM1/z_series/z31.0_TM1_nl0F59vY                                                   |
| s        |   35   |     0.4 |  4.263  | TM1   |         4 |  0.565586 | 0.325264 |         0 | 1.52561 |       10.64  |  1.488 |  9.152 |  0     |  0     |  1.2016    | 0.33708375534724 | noether   | /data/newolfe/sneos_runs_hydro/s35.0_TM1_Vc54fseW                                                        | /nucastro3/SNEOS/hydro/TM1/s_series/s35.0_TM1_Vc54fseW                                                   |
| s        |   16   |     0.4 |  4.283  | TM1   |         4 |  0.347525 | 0.235293 |         0 | 1.40034 |       13.245 |  1.361 |  3.294 |  4.491 |  8.754 |  1.41421   | 0.37997054716193 | noether   | /data/newolfe/sneos_runs_hydro/s16.0_TM1_4yLmIYfg                                                        | /nucastro3/SNEOS/hydro/TM1/s_series/s16.0_TM1_4yLmIYfg                                                   |
| z        |   12   |     0.4 |  2.777  | BHBlp |         3 |  0.070368 | 0.021804 |         0 | 1.28749 |       12.001 |  1.34  |  1.81  |  2.54  |  9.461 |  0.503521  | 0.46491222126540 | noether   | /data/newolfe/sneos_runs_hydro/z12.0_BHBlp_AmVgOuJt                                                      | /nucastro3/SNEOS/hydro/BHBlp/z_series/z12.0_BHBlp_AmVgOuJt                                               |
| s        |   31   |     0.4 |  4.31   | TM1   |         4 |  0.394218 | 0.253397 |         0 | 1.4354  |       11.712 |  1.449 |  8.494 | 10.56  |  1.152 |  1.10711   | 0.32432314856729 | noether   | /data/newolfe/sneos_runs_hydro/s31.0_TM1_Ty2WwUFB                                                        | /nucastro3/SNEOS/hydro/TM1/s_series/s31.0_TM1_Ty2WwUFB                                                   |
| w        |   16   |     0.4 |  4.244  | TM1   |         4 |  0.313583 | 0.218438 |         0 | 1.38607 |       13.595 |  1.376 |  3.436 |  4.65  |  8.944 |  1.35856   | 0.32921094028773 | noether   | /data/newolfe/sneos_runs_hydro/w16.0_TM1_CUG948ux                                                        | /nucastro3/SNEOS/hydro/TM1/w_series/w16.0_TM1_CUG948ux                                                   |
| u        |   11   |     0.4 |  3.359  | BHBlp |         3 |  0.20881  | 0.075197 |         0 | 1.36807 |       11     |  1.284 |  2.039 |  3.045 |  7.955 |  0.763235  | 0.50566077150298 | noether   | /data/newolfe/sneos_runs_hydro/u11.0_BHBlp_7hlKSFjT                                                      | /nucastro3/SNEOS/hydro/BHBlp/u_series/u11.0_BHBlp_7hlKSFjT                                               |
| s        |   17   |     0.4 |  4.273  | TM1   |         4 |  0.350534 | 0.230483 |         0 | 1.40452 |       13.838 |  1.404 |  3.626 |  4.864 |  8.974 |  1.39167   | 0.34202984413074 | noether   | /data/newolfe/sneos_runs_hydro/s17.0_TM1_0Epj2RCJ                                                        | /nucastro3/SNEOS/hydro/TM1/s_series/s17.0_TM1_0Epj2RCJ                                                   |
| s        |   11   |     0.4 |  2.634  | TM1   |         4 |  0.060759 | 0.010333 |         0 | 1.29227 |       10.612 |  1.228 |  1.745 |  2.776 |  7.837 |  0.677619  | 0.35910859088995 | noether   | /data/newolfe/sneos_runs_hydro/s11.0_TM1_oQZv3jE9                                                        | /nucastro3/SNEOS/hydro/TM1/s_series/s11.0_TM1_oQZv3jE9                                                   |
| w        |   20   |     0.4 |  3.511  | NL3   |         5 |  0.971335 | 0.459458 |         0 | 1.6539  |       15.93  |  1.548 |  4.971 |  6.206 |  9.724 |  1.43602   | 0.37983687381386 | noether   | /data/newolfe/sneos_runs_hydro/w20.0_NL3_7ebdLeWF                                                        | /nucastro3/SNEOS/hydro/NL3/w_series/w20.0_NL3_7ebdLeWF                                                   |
| w        |   19   |     0.4 |  4.3    | TM1   |         4 |  0.49935  | 0.30562  |         0 | 1.5009  |       15.478 |  1.44  |  4.551 |  5.81  |  9.668 |  1.50755   | 0.33963664230183 | noether   | /data/newolfe/sneos_runs_hydro/w19.0_TM1_kCcfHeQD                                                        | /nucastro3/SNEOS/hydro/TM1/w_series/w19.0_TM1_kCcfHeQD                                                   |
| w        |   17   |     0.4 |  4.292  | NL3   |         5 |  0.353689 | 0.240364 |         0 | 1.41621 |       14.117 |  1.408 |  3.808 |  5.057 |  9.06  |  1.46752   | 0.31032624811768 | noether   | /data/newolfe/sneos_runs_hydro/w17.0_NL3_pdLRSZI2                                                        | /nucastro3/SNEOS/hydro/NL3/w_series/w17.0_NL3_pdLRSZI2                                                   |
| s        |   34   |     0.4 |  3.829  | TM1   |         4 |  0.85573  | 0.418954 |         0 | 1.61209 |       11.775 |  1.529 | 10.246 |  0     |  0     |  1.16737   | 0.36530711914227 | noether   | /data/newolfe/sneos_runs_hydro/s34.0_TM1_HUyJ4Nbn                                                        | /nucastro3/SNEOS/hydro/TM1/s_series/s34.0_TM1_HUyJ4Nbn                                                   |
| s        |   18   |     0.4 |  4.28   | TM1   |         4 |  0.462765 | 0.317363 |         0 | 1.46285 |       14.502 |  1.391 |  4.015 |  5.249 |  9.253 |  1.67185   | 0.40800074689720 | noether   | /data/newolfe/sneos_runs_hydro/s18.0_TM1_W9aAWD3m                                                        | /nucastro3/SNEOS/hydro/TM1/s_series/s18.0_TM1_W9aAWD3m                                                   |
| z        |   30   |     0.4 |  4.127  | NL3   |         5 |  0.663919 | 0.365858 |         0 | 1.55171 |       30.003 |  1.5   |  8.526 |  9.921 | 20.082 |  1.14312   | 0.34574765902365 | noether   | /data/newolfe/sneos_runs_hydro/z30.0_NL3_T2jmjTYv                                                        | /nucastro3/SNEOS/hydro/NL3/z_series/z30.0_NL3_T2jmjTYv                                                   |
| z        |   14   |     0.4 |  3.968  | TM1   |         4 |  0.305106 | 0.154054 |         0 | 1.44707 |       14.001 |  1.397 |  2.315 |  3.308 | 10.693 |  1.15808   | 0.38875206683949 | noether   | /data/newolfe/sneos_runs_hydro/z14.0_TM1_NPPClHp3                                                        | /nucastro3/SNEOS/hydro/TM1/z_series/z14.0_TM1_NPPClHp3                                                   |
| w        |   12   |     0.4 |  3.56   | TM1   |         4 |  0.218691 | 0.097364 |         0 | 1.37934 |       10.915 |  1.29  |  2.075 |  3.137 |  7.778 |  0.980497  | 0.44460970777278 | noether   | /data/newolfe/sneos_runs_hydro/w12.0_TM1_7JaKRHej                                                        | /nucastro3/SNEOS/hydro/TM1/w_series/w12.0_TM1_7JaKRHej                                                   |
| z        |   23   |     0.4 |  4.268  | TM1   |         4 |  0.59109  | 0.323015 |         0 | 1.53055 |       23.002 |  1.495 |  5.889 |  7.175 | 15.828 |  1.33868   | 0.33112619884787 | noether   | /data/newolfe/sneos_runs_hydro/z23.0_TM1_xUY2KB4q                                                        | /nucastro3/SNEOS/hydro/TM1/z_series/z23.0_TM1_xUY2KB4q                                                   |
| z        |   28   |     0.4 |  4.196  | NL3   |         5 |  0.612902 | 0.348139 |         0 | 1.53935 |       28.003 |  1.494 |  8.243 |  9.595 | 18.407 |  1.15668   | 0.33386162387119 | noether   | /data/newolfe/sneos_runs_hydro/z28.0_NL3_qYg1dEim                                                        | /nucastro3/SNEOS/hydro/NL3/z_series/z28.0_NL3_qYg1dEim                                                   |
| z        |   29   |     0.4 |  4.275  | TM1   |         4 |  0.571225 | 0.319828 |         0 | 1.51985 |       29.003 |  1.464 |  8.616 | 10.02  | 18.983 |  1.08717   | 0.34170801519973 | noether   | /data/newolfe/sneos_runs_hydro/z29.0_TM1_BKrFKfHV                                                        | /nucastro3/SNEOS/hydro/TM1/z_series/z29.0_TM1_BKrFKfHV                                                   |
| s        |   14   |     0.4 |  4.257  | TM1   |         4 |  0.4821   | 0.223437 |         0 | 1.50256 |       11.966 |  1.437 |  2.621 |  3.783 |  8.184 |  1.52888   | 0.37816409857463 | noether   | /data/newolfe/sneos_runs_hydro/s14.0_TM1_5Pnm3jGs                                                        | /nucastro3/SNEOS/hydro/TM1/s_series/s14.0_TM1_5Pnm3jGs                                                   |
| z        |   15   |     0.4 |  3.866  | TM1   |         4 |  0.225491 | 0.137688 |         0 | 1.35663 |       15.002 |  1.325 |  2.739 |  3.8   | 11.201 |  1.02366   | 0.43578005536197 | noether   | /data/newolfe/sneos_runs_hydro/z15.0_TM1_O3Hj04jM                                                        | /nucastro3/SNEOS/hydro/TM1/z_series/z15.0_TM1_O3Hj04jM                                                   |
| w        |   22   |     0.4 |  3.244  | NL3   |         5 |  0.969689 | 0.487594 |         0 | 1.67253 |       16.166 |  1.553 |  5.787 |  7.026 |  9.139 |  1.31853   | 0.39886380765114 | noether   | /data/newolfe/sneos_runs_hydro/w22.0_NL3_LlXwc5xG                                                        | /nucastro3/SNEOS/hydro/NL3/w_series/w22.0_NL3_LlXwc5xG                                                   |
| s        |   21   |     0.4 |  3.498  | TM1   |         4 |  0.753097 | 0.460947 |         0 | 1.62344 |       12.996 |  1.463 |  5.479 |  6.785 |  6.212 |  1.66228   | 0.43138107783852 | noether   | /data/newolfe/sneos_runs_hydro/s21.0_TM1_awW2Jmvt                                                        | /nucastro3/SNEOS/hydro/TM1/s_series/s21.0_TM1_awW2Jmvt                                                   |
| s        |   36   |     0.4 |  4.241  | TM1   |         4 |  0.59411  | 0.333743 |         0 | 1.54037 |       10.303 |  1.486 |  8.817 |  0     |  0     |  1.26644   | 0.35223602854082 | noether   | /data/newolfe/sneos_runs_hydro/s36.0_TM1_TVvgCDk5                                                        | /nucastro3/SNEOS/hydro/TM1/s_series/s36.0_TM1_TVvgCDk5                                                   |
| z        |   31   |     0.4 |  2.229  | NL3   |         5 |  1.06105  | 0.570941 |         0 | 1.74098 |       31.003 |  1.561 |  9.62  | 11.155 | 19.848 |  0.510928  | 0.48178488602043 | noether   | /data/newolfe/sneos_runs_hydro/z31.0_NL3_2RiU0zVw                                                        | /nucastro3/SNEOS/hydro/NL3/z_series/z31.0_NL3_2RiU0zVw                                                   |
| s        |   40   |     0.4 |  3.881  | TM1   |         4 |  0.938736 | 0.411234 |         0 | 1.63555 |        8.745 |  1.564 |  7.18  |  0     |  0     |  1.13044   | 0.34583759246703 | noether   | /data/newolfe/sneos_runs_hydro/s40.0_TM1_CXEJAxcy                                                        | /nucastro3/SNEOS/hydro/TM1/s_series/s40.0_TM1_CXEJAxcy                                                   |
| u        |   19   |     0.4 |  4.175  | BHBlp |         3 |  0.326134 | 0.197273 |         0 | 1.43215 |       18.997 |  1.451 |  4.356 |  5.892 | 13.105 |  1.01362   | 0.30933486964865 | noether   | /data/newolfe/sneos_runs_hydro/u19.0_BHBlp_YK6GoKfe                                                      | /nucastro3/SNEOS/hydro/BHBlp/u_series/u19.0_BHBlp_YK6GoKfe                                               |
| z        |   12   |     0.4 |  2.777  | TM1   |         4 |  0.070752 | 0.021804 |         0 | 1.29142 |       12.001 |  1.34  |  1.81  |  2.54  |  9.461 |  0.610187  | 0.42584917645326 | noether   | /data/newolfe/sneos_runs_hydro/z12.0_TM1_dYKUWSyr                                                        | /nucastro3/SNEOS/hydro/TM1/z_series/z12.0_TM1_dYKUWSyr                                                   |
| w        |   19   |     0.4 |  4.298  | NL3   |         5 |  0.503708 | 0.307242 |         0 | 1.49965 |       15.478 |  1.44  |  4.551 |  5.81  |  9.668 |  1.56113   | 0.33580138065875 | noether   | /data/newolfe/sneos_runs_hydro/w19.0_NL3_sKJbTYbk                                                        | /nucastro3/SNEOS/hydro/NL3/w_series/w19.0_NL3_sKJbTYbk                                                   |
| z        |   21   |     0.4 |  4.059  | TM1   |         4 |  0.273641 | 0.170911 |         0 | 1.37598 |       21.002 |  1.462 |  4.967 |  6.187 | 14.815 |  0.989814  | 0.33970788479099 | noether   | /data/newolfe/sneos_runs_hydro/z21.0_TM1_bxiPlkoi                                                        | /nucastro3/SNEOS/hydro/TM1/z_series/z21.0_TM1_bxiPlkoi                                                   |
| w        |   17   |     0.4 |  4.291  | TM1   |         4 |  0.352035 | 0.23963  |         0 | 1.41706 |       14.117 |  1.408 |  3.808 |  5.057 |  9.06  |  1.41346   | 0.31640705801888 | noether   | /data/newolfe/sneos_runs_hydro/w17.0_TM1_rKABVNMC                                                        | /nucastro3/SNEOS/hydro/TM1/w_series/w17.0_TM1_rKABVNMC                                                   |
| z        |   29   |     0.4 |  4.27   | NL3   |         5 |  0.542392 | 0.322296 |         0 | 1.51954 |       29.003 |  1.464 |  8.616 | 10.02  | 18.983 |  1.13327   | 0.33798275994270 | noether   | /data/newolfe/sneos_runs_hydro/z29.0_NL3_KBcpFxsL                                                        | /nucastro3/SNEOS/hydro/NL3/z_series/z29.0_NL3_KBcpFxsL                                                   |
| s        |   12   |     0.4 |  3.156  | TM1   |         4 |  0.175276 | 0.055081 |         0 | 1.34059 |       10.924 |  1.274 |  1.97  |  3.01  |  7.914 |  0.780193  | 0.49526243863399 | noether   | /data/newolfe/sneos_runs_hydro/s12.0_TM1_YNgQT8zW                                                        | /nucastro3/SNEOS/hydro/TM1/s_series/s12.0_TM1_YNgQT8zW                                                   |
| w        |   14   |     0.4 |  4.314  | NL3   |         5 |  0.51665  | 0.256772 |         0 | 1.51788 |       12.006 |  1.518 |  2.798 |  3.973 |  8.033 |  1.64232   | 0.38248029268620 | noether   | /data/newolfe/sneos_runs_hydro/w14.0_NL3_Z8igteuR                                                        | /nucastro3/SNEOS/hydro/NL3/w_series/w14.0_NL3_Z8igteuR                                                   |
| z        |   18   |     0.4 |  3.91   | SFHo  |         1 |  0.712251 | 0.406671 |         0 | 1.55198 |       18.002 |  1.621 |  3.64  |  4.807 | 13.195 |  1.76037   | 0.36685176342692 | noether   | /data/newolfe/sneos_runs_hydro/z18.0_SFHo_6M1H2Ygn                                                       | /nucastro3/SNEOS/hydro/SFHo/z_series/z18.0_SFHo_6M1H2Ygn                                                 |
| z        |   22   |     0.4 |  4.207  | SFHo  |         1 |  0.414128 | 0.206281 |         0 | 1.47615 |       22.002 |  1.495 |  5.34  |  6.592 | 15.41  |  0.845922  | 0.29259707909433 | noether   | /data/newolfe/sneos_runs_hydro/z22.0_SFHo_kXqwaC5V                                                       | /nucastro3/SNEOS/hydro/SFHo/z_series/z22.0_SFHo_kXqwaC5V                                                 |
| z        |   11   |     0.4 |  2.667  | SFHx  |         2 |  0.040748 | 0.012916 |         0 | 1.34536 |       11.001 |  1.252 |  1.697 |  2.323 |  8.678 |  0.481899  | 0.47370967063852 | noether   | /data/newolfe/sneos_runs_hydro/z11.0_SFHx_JqPem13C                                                       | /nucastro3/SNEOS/hydro/SFHx/z_series/z11.0_SFHx_JqPem13C                                                 |
| z        |   22   |     0.4 |  4.208  | SFHx  |         2 |  0.415603 | 0.206755 |         0 | 1.47424 |       22.002 |  1.495 |  5.34  |  6.592 | 15.41  |  0.754274  | 0.29713805209533 | noether   | /data/newolfe/sneos_runs_hydro/z22.0_SFHx_IicRPAFV                                                       | /nucastro3/SNEOS/hydro/SFHx/z_series/z22.0_SFHx_IicRPAFV                                                 |
| z        |   18   |     0.4 |  3.905  | SFHx  |         2 |  0.713878 | 0.407486 |         0 | 1.55665 |       18.002 |  1.621 |  3.64  |  4.807 | 13.195 |  1.6085    | 0.38394959179330 | noether   | /data/newolfe/sneos_runs_hydro/z18.0_SFHx_MWK23njB                                                       | /nucastro3/SNEOS/hydro/SFHx/z_series/z18.0_SFHx_MWK23njB                                                 |
| z        |   11   |     0.4 |  2.667  | TM1   |         4 |  0.040887 | 0.012921 |         0 | 1.36588 |       11.001 |  1.252 |  1.697 |  2.323 |  8.678 |  0.608716  | 0.45419235223865 | noether   | /data/newolfe/sneos_runs_hydro/z11.0_TM1_TebiFsUX                                                        | /nucastro3/SNEOS/hydro/TM1/z_series/z11.0_TM1_TebiFsUX                                                   |
| z        |   18   |     0.4 |  3.898  | TM1   |         4 |  0.716052 | 0.408532 |         0 | 1.59344 |       18.002 |  1.621 |  3.64  |  4.807 | 13.195 |  1.73972   | 0.39508910971466 | noether   | /data/newolfe/sneos_runs_hydro/z18.0_TM1_or9AkQ2m                                                        | /nucastro3/SNEOS/hydro/TM1/z_series/z18.0_TM1_or9AkQ2m                                                   |
| z        |   13   |     0.4 |  3.498  | TM1   |         4 |  0.195757 | 0.090223 |         0 | 1.40452 |       13.001 |  1.45  |  2.128 |  2.914 | 10.087 |  0.886498  | 0.39031008837955 | noether   | /data/newolfe/sneos_runs_hydro/z13.0_TM1_WNilhLhO                                                        | /nucastro3/SNEOS/hydro/TM1/z_series/z13.0_TM1_WNilhLhO                                                   |
| z        |   22   |     0.4 |  4.211  | TM1   |         4 |  0.388351 | 0.207434 |         0 | 1.50173 |       22.002 |  1.495 |  5.34  |  6.592 | 15.41  |  0.952517  | 0.29544178041237 | noether   | /data/newolfe/sneos_runs_hydro/z22.0_TM1_hRqxwdTN                                                        | /nucastro3/SNEOS/hydro/TM1/z_series/z22.0_TM1_hRqxwdTN                                                   |
| z        |   30   |     0.4 |  4.143  | TM1   |         4 |  0.652263 | 0.361869 |         0 | 1.55101 |       30.003 |  1.5   |  8.526 |  9.921 | 20.082 |  1.1066    | 0.34731764829386 | noether   | /data/newolfe/sneos_runs_hydro/z30.0_TM1_JFqjjBxp                                                        | /nucastro3/SNEOS/hydro/TM1/z_series/z30.0_TM1_JFqjjBxp                                                   |
| z        |   11   |     0.4 |  2.667  | NL3   |         5 |  0.040887 | 0.012921 |         0 | 1.36569 |       11.001 |  1.252 |  1.697 |  2.323 |  8.678 |  0.624405  | 0.44679940240775 | noether   | /data/newolfe/sneos_runs_hydro/z11.0_NL3_GpbrWySo                                                        | /nucastro3/SNEOS/hydro/NL3/z_series/z11.0_NL3_GpbrWySo                                                   |
| z        |   18   |     0.4 |  3.878  | NL3   |         5 |  0.722326 | 0.411677 |         0 | 1.59522 |       18.002 |  1.621 |  3.64  |  4.807 | 13.195 |  1.74675   | 0.39463813927220 | noether   | /data/newolfe/sneos_runs_hydro/z18.0_NL3_HkUKuBU4                                                        | /nucastro3/SNEOS/hydro/NL3/z_series/z18.0_NL3_HkUKuBU4                                                   |
| z        |   22   |     0.4 |  4.17   | NL3   |         5 |  0.391789 | 0.195912 |         0 | 1.50298 |       22.002 |  1.495 |  5.34  |  6.592 | 15.41  |  0.981459  | 0.29439645133007 | noether   | /data/newolfe/sneos_runs_hydro/z22.0_NL3_GK8kGKNJ                                                        | /nucastro3/SNEOS/hydro/NL3/z_series/z22.0_NL3_GK8kGKNJ                                                   |
| u        |   33   |     0.4 |  0      | SFHo  |         1 |  1.61367  | 0.955111 |         2 | 9.581   |       32.98  |  1.803 | 10.48  | 12.294 | 20.686 | -0.643798  | nan              | noether   | /data/newolfe/sneos_runs_hydro/u33.0_SFHo_1rL68DQt                                                       | /nucastro3/SNEOS/hydro/SFHo/u_series/u33.0_SFHo_1rL68DQt                                                 |
| u        |   34   |     0.4 |  0      | SFHo  |         1 |  1.63408  | 0.972104 |         2 | 9.604   |       33.978 |  1.828 | 10.643 | 12.453 | 21.525 | -0.708757  | nan              | noether   | /data/newolfe/sneos_runs_hydro/u34.0_SFHo_SCpaHQCy                                                       | /nucastro3/SNEOS/hydro/SFHo/u_series/u34.0_SFHo_SCpaHQCy                                                 |
